Classifier,Accuracy,Precision,Recall,F1
MLP,0.8191667146891027,0.6940327030439519,0.6760030091085255,0.6838814434001682
SVC,0.822854837780211,0.7948984432997627,0.581867836690244,0.6494078090946793
KNN,0.6788451564570968,0.607756079878144,0.3737460907548779,0.42204218533575505
DT,0.7818820953149311,0.6562622896275203,0.6253813008563528,0.6395377694593841
