Classifier,Accuracy,Precision,Recall,F1
MLP,0.8232005993200023,0.7042830682209343,0.6781622121309477,0.6901803221762594
SVC,0.8216446723909411,0.7941020832204436,0.5773482848576087,0.644503321503315
KNN,0.6734858525903302,0.6418436217265395,0.3644896693734975,0.41528954449767563
DT,0.787875295337982,0.6677254563355467,0.6450894982899541,0.6553901781461396
