Classifier,Accuracy,Precision,Recall,F1
MLP,0.7877600414913848,0.585221752245613,0.5624923820231095,0.57287923985648
SVC,0.8100040338846309,0.740611175382158,0.4924315211609576,0.5459194498661172
KNN,0.7126145335100559,0.5231313410388548,0.3705748264771911,0.4064884193781666
DT,0.7683973952630669,0.5600379623397214,0.5446742237992042,0.5517653189148148
