Classifier,Accuracy,Precision,Recall,F1
MLP,0.7311127758888953,0.43975434653223866,0.4030840162296385,0.41787311722636117
SVC,0.7705295914251138,0.5825073455142519,0.36191788308755757,0.37966096105698127
KNN,0.7034518527055841,0.38534973263362504,0.3228866750313179,0.3411151488931467
DT,0.6891603757275399,0.39184916525589625,0.38832022801189936,0.38985893829173346
