Classifier,Accuracy,Precision,Recall,F1
MLP,0.7297873566530283,0.3987255944985908,0.3326014982818548,0.3494410888418327
SVC,0.7442517144009682,0.5371365202717945,0.3056168499524406,0.3191442409643998
KNN,0.6916959603526768,0.32890891987292775,0.2901371779267506,0.2994729661390558
DT,0.6636892756295741,0.33997766399709867,0.32974295754827054,0.33369087641703343
