Classifier,Accuracy,Precision,Recall,F1
MLP,0.8204921339249698,0.705501963564978,0.681425806060061,0.6924484459576706
SVC,0.8204345070016712,0.791617544465919,0.5736731852990767,0.640942424989659
KNN,0.6787299026104996,0.6148300377557071,0.36315755063597605,0.412344534951359
DT,0.7890278338039532,0.6716992986810646,0.6398594442855344,0.6543621795772675
