Classifier,Accuracy,Precision,Recall,F1
MLP,0.7367025874488561,0.46338851737004116,0.45454111439114264,0.4587470263494129
SVC,0.7860888607157264,0.5688136734991477,0.41396695015256274,0.44818099066555356
KNN,0.7123263988935631,0.43278049689322223,0.3476833858108834,0.3686117041447954
DT,0.7205094220019593,0.4537024598273222,0.45257812162321337,0.45298266396071724
