Classifier,Accuracy,Precision,Recall,F1
MLP,0.8102345415778252,0.687121146001764,0.6470010764430725,0.664429160395143
SVC,0.8189938339192071,0.7725004091938422,0.560752446228287,0.6225008453993087
KNN,0.6994755949979831,0.5730078198639074,0.3859631466120683,0.43074458176404845
DT,0.7788854953034058,0.6172948935870906,0.600706229838064,0.6080145763001626
